,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Name,Survived,Boarded,Class,MWC,Age,Adut_or_Chld,Sex,Paid,Ticket_No,Boat_or_Body,Job,Class_Dept,Class_Full,FirstName,LastName,Title,url
1204,1204,1204,1204,"LLOYD, Mr William",Dead,Southampton,Crew,Man,29,Adult,Male,,,,Fireman,Engineering Crew,E,William,Lloyd,Mr,https://www.encyclopedia-titanica.org//titanic-victim/william-lloyd.html
1205,1205,1205,1205,"LOBB, Mr William Arthur",Dead,Southampton,3,Man,30,Adult,Male,16.1,3336,,Engineer,3rd Class Passenger,3,William Arthur,Lobb,Mr,https://www.encyclopedia-titanica.org//titanic-victim/arthur-william-barringer.html
1206,1206,1206,1206,"LOBB, Mrs Cordelia K.",Dead,Southampton,3,Woman,26,Adult,Female,16.1,3336,[55],,3rd Class Passenger,3,Cordelia K.,Lobb,Mrs,https://www.encyclopedia-titanica.org//titanic-victim/cordelia-lobb.html
1207,1207,1207,1207,"LOCKE, Mr A.",Dead,Southampton,Crew,Man,33,Adult,Male,,,,Scullion,Victualling Crew,V,A.,Locke,Mr,https://www.encyclopedia-titanica.org/titanic-search.php?q=A.+Locke
1208,1208,1208,1208,"LOCKYER, Mr Edward Thomas",Dead,Southampton,3,Man,19,Adult,Male,7.87916667,1222,[153],Grocers Assistant,3rd Class Passenger,3,Edward Thomas,Lockyer,Mr,https://www.encyclopedia-titanica.org//titanic-victim/edward-thomas-lockyer.html
1209,1209,1209,1209,"LONG, Mr Frank",Dead,Southampton,Crew,Man,28,Adult,Male,,,,Trimmer,Engineering Crew,E,Frank,Long,Mr,https://www.encyclopedia-titanica.org/titanic-search.php?q=Frank+Long
1210,1210,1210,1210,"LONG, Mr Milton Clyde",Dead,Southampton,1,Man,29,Adult,Male,30,113501,[126],,1st Class Passenger,1,Milton Clyde,Long,Mr,https://www.encyclopedia-titanica.org//titanic-victim/milton-clyde-long.html
1211,1211,1211,1211,"LONG, Mr William",Dead,Southampton,Crew,Man,30,Adult,Male,,,,Trimmer,Engineering Crew,E,William,Long,Mr,https://www.encyclopedia-titanica.org/titanic-search.php?q=William+Long
1212,1212,1212,1212,"LONGLEY, Miss Gretchen Fiske",Alive,Cherbourg,1,Woman,21,Adult,Female,77.9583333,13502,10,,1st Class Passenger,1,Gretchen Fiske,Longley,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/gretchen-fiske-longley.html
1213,1213,1213,1213,"LONGMUIR, Mr John Dickson",Dead,Southampton,Crew,Man,19,Adult,Male,,,,Assistant Pantry Steward (2nd class),Victualling Crew,V,John Dickson,Longmuir,Mr,https://www.encyclopedia-titanica.org//titanic-victim/john-dickson-longmuir.html
1214,1214,1214,1214,"LORING, Mr Joseph Holland",Dead,Southampton,1,Man,30,Adult,Male,45.5,113801,,Stockbroker,1st Class Passenger,1,Joseph Holland,Loring,Mr,https://www.encyclopedia-titanica.org//titanic-victim/joseph-holland-loring.html
1215,1215,1215,1215,"LOUCH, Mr Charles Alexander",Dead,Southampton,2,Man,50,Adult,Male,26,3085,[121],Saddler,2nd Class Passenger,2,Charles Alexander,Louch,Mr,https://www.encyclopedia-titanica.org//titanic-victim/charles-alexander-fortune.html
1216,1216,1216,1216,"LOUCH, Mrs Alice Adelaide",Alive,Southampton,2,Woman,42,Adult,Female,26,3085,,,2nd Class Passenger,2,Alice Adelaide,Louch,Mrs,https://www.encyclopedia-titanica.org//titanic-survivor/alice-adelaide-louch.html
1217,1217,1217,1217,"LOVELL, Mr John",Dead,Southampton,Crew,Man,37,Adult,Male,,,,Grill Cook,Victualling Crew,V,John,Lovell,Mr,https://www.encyclopedia-titanica.org//titanic-victim/john-lovell.html
1218,1218,1218,1218,"LOVELL, Mr John Hall (Henry)",Dead,Southampton,3,Man,20,Adult,Male,7.25,,,Farmer,,3,John Hall (Henry),Lovell,Mr,https://www.encyclopedia-titanica.org//titanic-victim/john-hall-hutchinson.html
1219,1219,1219,1219,"LOWE, Mr Harold Godfrey",Alive,Belfast,Crew,Man,29,Adult,Male,,,14,5th. Officer,Deck CrewTitanic Officers,D,Harold Godfrey,Lowe,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/harold-godfrey-lowe.html
1220,1220,1220,1220,"LUCAS, Mr William Arthur",Alive,Southampton,Crew,Man,25,Adult,Male,,,D,Able Seaman,Deck Crew,D,William Arthur,Lucas,Mr,https://www.encyclopedia-titanica.org//titanic-victim/arthur-william-barringer.html
1221,1221,1221,1221,"LUCAS, Mr William Watson",Alive,Belfast,Crew,Man,31,Adult,Male,,,A,Saloon Steward,Victualling Crew,V,William Watson,Lucas,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/william-lucas.html
1222,1222,1222,1222,"LULIC, Mr Nikola",Alive,Southampton,3,Man,29,Adult,Male,8.6625,315098,15,,3rd Class Passenger,3,Nikola,Lulic,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/nikola-lulic.html
1223,1223,1223,1223,"LUNDAHL, Mr Johan Svensson",Dead,Southampton,3,Man,51,Adult,Male,7.05416667,347743,,General Labourer,3rd Class Passenger,3,Johan Svensson,Lundahl,Mr,https://www.encyclopedia-titanica.org//titanic-victim/johan-svensson-lundahl.html
1224,1224,1224,1224,"LUNDIN, Miss Olga Elida",Alive,Southampton,2,Woman,23,Adult,Female,7.85416667,347469,10,,2nd Class Passenger,2,Olga Elida,Lundin,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/olga-elida-lundin.html
1225,1225,1225,1225,"LUNDSTRM, Mr Thure Edvin",Alive,Southampton,3,Man,32,Adult,Male,7.57916667,350403,15,,3rd Class Passenger,3,Thure Edvin,Lundstrm,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/thure-edvin-lundstrom.html
1226,1226,1226,1226,"LURETTE, Miss Eugnie Elise",Alive,Cherbourg,1,Woman,59,Adult,Female,146.520833,17569,6,Personal Maid,1st Class PassengerServant,1,Eugnie Elise,Lurette,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/elise-lurette.html
1227,1227,1227,1227,"LYDIATT, Mr Charles",Dead,Southampton,Crew,Man,45,Adult,Male,,,,Saloon Steward (1st class),Victualling Crew,V,Charles,Lydiatt,Mr,https://www.encyclopedia-titanica.org//titanic-victim/charles-lydiatt.html
1228,1228,1228,1228,"LYMPEROPOULUS, Mr Panagiotis K.",Dead,Cherbourg,3,Man,30,Adult,Male,6.4375,2683,[196],General Labourer,3rd Class Passenger,3,Panagiotis K.,Lymperopoulus,Mr,https://www.encyclopedia-titanica.org//titanic-victim/panagiotis-lymperopoulus.html
1229,1229,1229,1229,"LYNTAKOFF, Mr Stanko",Dead,Southampton,3,Man,44,Adult,Male,7.89583333,349235,,General Labourer,3rd Class Passenger,3,Stanko,Lyntakoff,Mr,https://www.encyclopedia-titanica.org//titanic-victim/stanko-lyntakoff.html
1230,1230,1230,1230,"LYONS, Mr William Henry",Dead,Southampton,Crew,Man,25,Adult,Male,,,4,Able Seaman,Deck Crew,D,William Henry,Lyons,Mr,https://www.encyclopedia-titanica.org//titanic-victim/william-henry-allen.html
1231,1231,1231,1231,"MABEY, Mr John Charles",Dead,Southampton,Crew,Man,23,Adult,Male,,,,3rd Class Steward,Victualling Crew,V,John Charles,Mabey,Mr,https://www.encyclopedia-titanica.org//titanic-victim/charles-john-hurst.html
1232,1232,1232,1232,"MACK, Mrs Mary",Dead,Southampton,2,Woman,57,Adult,Female,10.5,S.O./C. 3,[52],,2nd Class Passenger,2,Mary,Mack,Mrs,https://www.encyclopedia-titanica.org//titanic-victim/mary-mack.html
1233,1233,1233,1233,"MACKAY, Mr Charles Donald",Alive,Belfast,Crew,Man,34,Adult,Male,,,11,Saloon Steward,Victualling Crew,V,Charles Donald,Mackay,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/charles-donald-mckay.html
1234,1234,1234,1234,"MACKAY, Mr George William",Dead,Southampton,3,Man,20,Adult,Male,7.55,42795,,Butler,3rd Class Passenger,3,George William,Mackay,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/george-william-beauchamp.html
1235,1235,1235,1235,"MACKIE, Mr George William",Dead,Southampton,Crew,Man,34,Adult,Male,,,,2nd Class Bedroom Steward,Victualling Crew,V,George William,Mackie,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/george-william-beauchamp.html
1236,1236,1236,1236,"MACKIE, Mr William Dickson",Dead,Belfast,Crew,Man,32,Adult,Male,,,,Junior 5th. Engineer,Engineering Crew,E,William Dickson,Mackie,Mr,https://www.encyclopedia-titanica.org//titanic-victim/william-dickson.html
1237,1237,1237,1237,"MADIGAN, Miss Margaret",Alive,Queenstown,3,Woman,21,Adult,Female,7.75,370370,15,,3rd Class Passenger,3,Margaret,Madigan,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/margaret-maggie-madigan.html
1238,1238,1238,1238,"MADILL, Miss Georgette Alexandra",Alive,Southampton,1,Woman,16,Adult,Female,211.3375,24160,2,,1st Class Passenger,1,Georgette Alexandra,Madill,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/georgette-madill.html
1239,1239,1239,1239,"MADSEN, Mr Fridtjof Arne",Alive,Southampton,3,Man,24,Adult,Male,7.14166667,17369,13,,3rd Class Passenger,3,Fridtjof Arne,Madsen,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/fridtjof-arne-madsen.html
1240,1240,1240,1240,"M_ENP__, Mr Matti Alexanteri",Dead,Southampton,3,Man,22,Adult,Male,7.125,3101275,,,3rd Class Passenger,3,Matti Alexanteri,M_enp__,Mr,https://www.encyclopedia-titanica.org//titanic-victim/matti-alexanteri-maenpaa.html
1241,1241,1241,1241,"MAGUIRE, Mr John Edward",Dead,Southampton,1,Man,30,Adult,Male,26,110469,,,1st Class Passenger,1,John Edward,Maguire,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/edward-john-buley.html
1242,1242,1242,1242,"MAHON, Miss Bridget Delia",Dead,Queenstown,3,Woman,20,Adult,Female,7.87916667,330924,,,3rd Class Passenger,3,Bridget Delia,Mahon,Miss,https://www.encyclopedia-titanica.org//titanic-victim/bridget-delia-henry.html
1243,1243,1243,1243,"MAIONI, Miss Roberta Elizabeth Mary",Alive,Southampton,1,Woman,19,Adult,Female,86.5,110152,8,Personal Maid,1st Class PassengerServant,1,Roberta Elizabeth Mary,Maioni,Miss,https://www.encyclopedia-titanica.org//titanic-victim/mary-phyllis-elizabeth-corey.html
1244,1244,1244,1244,"MAISNER, Mr Simon",Dead,Southampton,3,Man,34,Adult,Male,8.05,2816,,Tailor,3rd Class Passenger,3,Simon,Maisner,Mr,https://www.encyclopedia-titanica.org//titanic-victim/simon-maisner.html
1245,1245,1245,1245,"MAJOR, Mr Thomas Edgar",Dead,Belfast,Crew,Man,35,Adult,Male,,,,Bathroom Steward (1st Class),Victualling Crew,V,Thomas Edgar,Major,Mr,https://www.encyclopedia-titanica.org//titanic-victim/thomas-edgar-major.html
1246,1246,1246,1246,"MAJOR, Mr William James",Alive,Southampton,Crew,Man,32,Adult,Male,,,13,Fireman,Engineering Crew,E,William James,Major,Mr,https://www.encyclopedia-titanica.org//titanic-victim/william-james-elsbury.html
1247,1247,1247,1247,"M_KINEN, Mr Kalle Edvard",Dead,Southampton,3,Man,29,Adult,Male,7.925,3101268,,General Labourer,3rd Class Passenger,3,Kalle Edvard,M_kinen,Mr,https://www.encyclopedia-titanica.org//titanic-victim/kalle-edvard-makinen.html
1248,1248,1248,1248,"MALACHARD, Mr Jean-Nol",Dead,Cherbourg,2,Man,25,Adult,Male,15,237735,,,2nd Class Passenger,2,Jean-Nol,Malachard,Mr,https://www.encyclopedia-titanica.org/titanic-search.php?q=Jean-Nol+Malachard
1249,1249,1249,1249,"MALLET, Master Andr Clement",Alive,Cherbourg,2,Child,1,Child,Male,37,2079,10,,2nd Class Passenger,2,Andr Clement,Mallet,Master,https://www.encyclopedia-titanica.org//titanic-survivor/andre-clement-mallet.html
1250,1250,1250,1250,"MALLET, Mr Albert Denis Pierre",Dead,Cherbourg,2,Man,45,Adult,Male,37,2079,,Merchant,2nd Class Passenger,2,Albert Denis Pierre,Mallet,Mr,https://www.encyclopedia-titanica.org//titanic-victim/albert-mallet.html
1251,1251,1251,1251,"MALLET, Mrs Antonine Marie",Alive,Cherbourg,2,Woman,24,Adult,Female,37,2079,10,,2nd Class Passenger,2,Antonine Marie,Mallet,Mrs,https://www.encyclopedia-titanica.org//titanic-survivor/antonine-marie-mallet.html
1252,1252,1252,1252,"MaMa, Mr Hanna Mika'il",Alive,Cherbourg,3,Man,19,Adult,Male,,,15,Farm Laborer,,3,Hanna Mika'il,Mama,Mr,https://www.encyclopedia-titanica.org/titanic-search.php?q=Hanna+Mika'il+Mama
1253,1253,1253,1253,"MANGAN, Miss Mary",Dead,Queenstown,3,Woman,32,Adult,Female,7.75,364850,[61],,3rd Class Passenger,3,Mary,Mangan,Miss,https://www.encyclopedia-titanica.org//titanic-victim/mary-mangan.html
1254,1254,1254,1254,"MANGIAVACCHI, Mr Serafino Emilio",Dead,Cherbourg,2,Man,30,Adult,Male,15.5791667,32861,,Clerk,2nd Class Passenger,2,Serafino Emilio,Mangiavacchi,Mr,https://www.encyclopedia-titanica.org//titanic-victim/emilio-mangiavacchi.html
1255,1255,1255,1255,"MANNION, Miss Margaret",Alive,Queenstown,3,Woman,28,Adult,Female,7.7375,36866,16,,3rd Class Passenger,3,Margaret,Mannion,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/margaret-mannion.html
1256,1256,1256,1256,"MANTLE, Mr Roland Frederick",Dead,Southampton,Crew,Man,40,Adult,Male,,,,3rd Class Steward,Victualling Crew,V,Roland Frederick,Mantle,Mr,https://www.encyclopedia-titanica.org//titanic-victim/roland-frederick-mantle.html
1257,1257,1257,1257,"MARCH, Mr John Starr",Dead,Southampton,Crew,Man,50,Adult,Male,,,[225],Postal Clerk / Postman,Victualling CrewPostal Clerk,V,John Starr,March,Mr,https://www.encyclopedia-titanica.org//titanic-victim/john-starr-march.html
1258,1258,1258,1258,"MARDIROSIAN, Mr Sarkis",Dead,Cherbourg,3,Man,25,Adult,Male,7.22916667,2655,,Farm Labourer,3rd Class Passenger,3,Sarkis,Mardirosian,Mr,https://www.encyclopedia-titanica.org//titanic-victim/sarkis-mardirosian.html
1259,1259,1259,1259,"MARCHAL, Mr Pierre",Alive,Cherbourg,1,Man,29,Adult,Male,29.7,11774,7,Aviator,1st Class Passenger,1,Pierre,Marchal,Mr,https://www.encyclopedia-titanica.org/titanic-search.php?q=Pierre+Marchal
1260,1260,1260,1260,"MARETT, Mr George John",Dead,Southampton,Crew,Man,27,Adult,Male,,,,Fireman,Engineering Crew,E,George John,Marett,Mr,https://www.encyclopedia-titanica.org//titanic-victim/george-john-marett.html
1261,1261,1261,1261,"MARINKO, Mr Dmitri",Dead,Southampton,3,Man,23,Adult,Male,7.89583333,349238,,,3rd Class Passenger,3,Dmitri,Marinko,Mr,https://www.encyclopedia-titanica.org//titanic-victim/dmitri-marinko.html
1262,1262,1262,1262,"MARKOFF, Mr Marin",Dead,Southampton,3,Man,35,Adult,Male,7.89583333,349213,,General Labourer,3rd Class Passenger,3,Marin,Markoff,Mr,https://www.encyclopedia-titanica.org//titanic-victim/marin-markoff.html
1263,1263,1263,1263,"MARKS, Mr James",Dead,Southampton,Crew,Man,27,Adult,Male,,,,Assistant Pantryman Steward (1st Class),Victualling Crew,V,James,Marks,Mr,https://www.encyclopedia-titanica.org/titanic-search.php?q=James+Marks
1264,1264,1264,1264,"MARKUN, Mr Johann",Dead,Cherbourg,3,Man,33,Adult,Male,7.89583333,349257,,General Labourer,3rd Class Passenger,3,Johann,Markun,Mr,https://www.encyclopedia-titanica.org//titanic-victim/johann-markun.html
1265,1265,1265,1265,"MARRIOTT, Mr John William",Dead,Southampton,Crew,Man,20,Adult,Male,,,[2],Assistant Pantryman Steward (1st Class),Victualling Crew,V,John William,Marriott,Mr,https://www.encyclopedia-titanica.org//titanic-victim/william-john-berriman.html
1266,1266,1266,1266,"MARSDEN, Miss Evelyn",Alive,Southampton,Crew,Woman,28,Adult,Female,,,16,Stewardess,Victualling Crew,V,Evelyn,Marsden,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/evelyn-marsden.html
1267,1267,1267,1267,"MARSH, Mr Frederick Charles",Dead,Southampton,Crew,Man,39,Adult,Male,,,[268],Fireman,Engineering Crew,E,Frederick Charles,Marsh,Mr,https://www.encyclopedia-titanica.org//titanic-victim/charles-frederick-back.html
1268,1268,1268,1268,"MARTIN, Miss Mabel Elvina",Alive,Southampton,Crew,Woman,20,Adult,Female,,,,Cashier,Restaurant Staff,R,Mabel Elvina,Martin,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/mabel-elvina-martin.html
1269,1269,1269,1269,"MARTIN, Mrs Annie Martha",Alive,Southampton,Crew,Woman,39,Adult,Female,,,11,Stewardess,Victualling Crew,V,Annie Martha,Martin,Mrs,https://www.encyclopedia-titanica.org//titanic-survivor/annie-martin.html
1270,1270,1270,1270,"MARVIN, Mr Daniel Warner",Dead,Southampton,1,Man,18,Adult,Male,53.1,113773,,Of Independent Means,1st Class Passenger,1,Daniel Warner,Marvin,Mr,https://www.encyclopedia-titanica.org//titanic-victim/daniel-warner-marvin.html
1271,1271,1271,1271,"MARVIN, Mrs Mary Graham Carmichael",Alive,Southampton,1,Woman,18,Adult,Female,53.1,113773,10,,1st Class Passenger,1,Mary Graham Carmichael,Marvin,Mrs,https://www.encyclopedia-titanica.org//titanic-survivor/mary-marvin.html
1272,1272,1272,1272,"MASKELL, Mr Leopold Adolphus",Dead,Southampton,Crew,Man,25,Adult,Male,,,,Trimmer,Engineering Crew,E,Leopold Adolphus,Maskell,Mr,https://www.encyclopedia-titanica.org//titanic-victim/leopold-adolphus-maskell.html
1273,1273,1273,1273,"MASON, Mr Frank Archibald Robert",Alive,Southampton,Crew,Man,32,Adult,Male,,,,Fireman,Engineering Crew,E,Frank Archibald Robert,Mason,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/frank-archibald-robert-mason.html
1274,1274,1274,1274,"MASON, Mr J.",Dead,Southampton,Crew,Man,39,Adult,Male,,,,Leading Fireman,Engineering Crew,E,J.,Mason,Mr,https://www.encyclopedia-titanica.org/titanic-search.php?q=J.+Mason
1275,1275,1275,1275,"MATHERSON, Mr David",Dead,Southampton,Crew,Man,30,Adult,Male,,,[192],Able Seaman,Deck Crew,D,David,Matherson,Mr,https://www.encyclopedia-titanica.org//titanic-victim/david-matherson.html
1276,1276,1276,1276,"MATHIAS, Mr Montague Vincent",Dead,Southampton,Crew,Man,28,Adult,Male,,,,Mess Steward,Deck Crew,D,Montague Vincent,Mathias,Mr,https://www.encyclopedia-titanica.org//titanic-victim/montague-vincent-mathias.html
1277,1277,1277,1277,"MATINOFF, Mr Nicola",Dead,Cherbourg,3,Man,30,Adult,Male,7.89583333,349255,,,3rd Class Passenger,3,Nicola,Matinoff,Mr,https://www.encyclopedia-titanica.org//titanic-victim/nicola-matinoff.html
1278,1278,1278,1278,"MATTHEWS, Mr William John",Dead,Southampton,2,Man,30,Adult,Male,13,28228,,China Clay Worker,2nd Class Passenger,2,William John,Matthews,Mr,https://www.encyclopedia-titanica.org//titanic-victim/william-john-berriman.html
1279,1279,1279,1279,"MATTMANN, Sig. Adolf",Dead,Southampton,Crew,Man,20,Adult,Male,,,,Ice Man,Restaurant Staff,R,Adolf,Mattmann,Sig.,https://www.encyclopedia-titanica.org//titanic-victim/adolf-mattmann.html
1280,1280,1280,1280,"MAUGE, Mr Paul Achille Maurice Germain",Alive,Southampton,Crew,Man,25,Adult,Male,,,,Kitchen Clerk,Restaurant Staff,R,Paul Achille Maurice Germain,Mauge,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/paul-achille-maurice-germain-mauge.html
1281,1281,1281,1281,"MAXWELL, Mr John",Dead,Belfast,Crew,Man,31,Adult,Male,,,,Carpenter / Joiner,Deck Crew,D,John,Maxwell,Mr,https://www.encyclopedia-titanica.org//titanic-victim/john-maxwell.html
1282,1282,1282,1282,"MAY, Mr Arthur William",Dead,Southampton,Crew,Man,24,Adult,Male,,,,Fireman,Engineering Crew,E,Arthur William,May,Mr,https://www.encyclopedia-titanica.org//titanic-victim/arthur-william-barringer.html
1283,1283,1283,1283,"MAY, Mr Arthur William",Dead,Southampton,Crew,Man,59,Adult,Male,,,,Fireman Messman,Engineering Crew,E,Arthur William,May,Mr,https://www.encyclopedia-titanica.org//titanic-victim/arthur-william-barringer.html
1284,1284,1284,1284,"MAYBERY, Mr Frank Hubert",Dead,Southampton,2,Man,36,Adult,Male,16,239059,,Property Developer / Real Estate,2nd Class Passenger,2,Frank Hubert,Maybery,Mr,https://www.encyclopedia-titanica.org//titanic-victim/frank-maybery.html
1285,1285,1285,1285,"MAYNARD, Mr Isaac Hiram",Alive,Belfast,Crew,Man,31,Adult,Male,,,B,Entre Cook,Victualling Crew,V,Isaac Hiram,Maynard,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/isaac-hiram-maynard.html
1286,1286,1286,1286,"MAYN, Mlle Berthe Antonine",Alive,Cherbourg,1,Woman,24,Adult,Female,49.5041667,17482,6,Singer,1st Class Passenger,1,Berthe Antonine,Mayn,Mlle,https://www.encyclopedia-titanica.org/titanic-search.php?q=Berthe+Antonine+Mayn
1287,1287,1287,1287,"MAYO, Mr William Peter",Dead,Southampton,Crew,Man,27,Adult,Male,,,[177],Leading Fireman,Engineering Crew,E,William Peter,Mayo,Mr,https://www.encyclopedia-titanica.org//titanic-victim/william-peter-mayo.html
1288,1288,1288,1288,"MAYTUM, Mr Alfred",Dead,Belfast,Crew,Man,52,Adult,Male,,,[141],Chief Butcher,Victualling Crew,V,Alfred,Maytum,Mr,https://www.encyclopedia-titanica.org//titanic-victim/alfred-maytum.html
1289,1289,1289,1289,"MAYZES, Mr Thomas Jubilee",Alive,Southampton,Crew,Man,25,Adult,Male,,,3,Fireman,Engineering Crew,E,Thomas Jubilee,Mayzes,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/thomas-mayzes.html
1290,1290,1290,1290,"MCANDREW, Mr Thomas Patrick",Dead,Southampton,Crew,Man,38,Adult,Male,,,,Fireman,Engineering Crew,E,Thomas Patrick,Mcandrew,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/thomas-patrick-dillon.html
1291,1291,1291,1291,"MCANDREWS, Mr William",Dead,Southampton,Crew,Man,23,Adult,Male,,,,Fireman,Engineering Crew,E,William,Mcandrews,Mr,https://www.encyclopedia-titanica.org//titanic-victim/william-mcandrews.html
1292,1292,1292,1292,"MCCAFFRY, Mr Thomas Francis",Dead,Southampton,1,Man,46,Adult,Male,75.2416667,13050,[292],Banker,1st Class Passenger,1,Thomas Francis,Mccaffry,Mr,https://www.encyclopedia-titanica.org//titanic-victim/thomas-francis-mccaffry.html
1293,1293,1293,1293,"MCCARTHY, Miss Catherine",Alive,Queenstown,3,Woman,24,Adult,Female,0,,16,,,3,Catherine,Mccarthy,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/catherine-katie-mccarthy.html
1294,1294,1294,1294,"MCCARTHY, Mr Frederick James",Dead,Southampton,Crew,Man,38,Adult,Male,,,,Bedroom Steward (1st Class),Victualling Crew,V,Frederick James,Mccarthy,Mr,https://www.encyclopedia-titanica.org//titanic-victim/frederick-james-banfield.html
1295,1295,1295,1295,"MCCARTHY, Mr Timothy J.",Dead,Southampton,1,Man,54,Adult,Male,51.8625,17463,[175],Buyer,1st Class Passenger,1,Timothy J.,Mccarthy,Mr,https://www.encyclopedia-titanica.org//titanic-victim/timothy-mccarthy.html
1296,1296,1296,1296,"MCCARTHY, Mr William",Alive,Southampton,Crew,Man,47,Adult,Male,,,4,Able Seaman,Deck Crew,D,William,Mccarthy,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/william-mccarthy.html
1297,1297,1297,1297,"MCCASTLAN, Mr W.",Dead,Southampton,Crew,Man,38,Adult,Male,,,,Fireman,Engineering Crew,E,W.,Mccastlan,Mr,https://www.encyclopedia-titanica.org/titanic-search.php?q=W.+Mccastlan
1298,1298,1298,1298,"MCCAWLEY, Mr Thomas W.",Dead,Belfast,Crew,Man,36,Adult,Male,,,,Gymnasium Steward,Victualling Crew,V,Thomas W.,Mccawley,Mr,https://www.encyclopedia-titanica.org//titanic-victim/frank-thomas-andrew.html
1299,1299,1299,1299,"MCCORMACK, Mr Thomas Joseph",Alive,Queenstown,3,Man,19,Adult,Male,7.75,367228,,Barman,3rd Class Passenger,3,Thomas Joseph,Mccormack,Mr,https://www.encyclopedia-titanica.org//titanic-victim/thomas-joseph-fay.html
1300,1300,1300,1300,"MCCOY, Miss Agnes",Alive,Queenstown,3,Woman,29,Adult,Female,23.25,367226,16,,3rd Class Passenger,3,Agnes,Mccoy,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/agnes-mccoy.html
1301,1301,1301,1301,"MCCOY, Miss Alicia",Alive,Queenstown,3,Woman,26,Adult,Female,23.25,367226,16,,3rd Class Passenger,3,Alicia,Mccoy,Miss,https://www.encyclopedia-titanica.org/titanic-search.php?q=Alicia+Mccoy
1302,1302,1302,1302,"MCCOY, Mr Bernard",Alive,Queenstown,3,Man,24,Adult,Male,23.25,367226,16,General Labourer,3rd Class Passenger,3,Bernard,Mccoy,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/bernard-mccoy.html
1303,1303,1303,1303,"MCCRAE, Mr Arthur Gordon",Dead,Southampton,2,Man,32,Adult,Male,13.5,237216,[209],Engineer,2nd Class Passenger,2,Arthur Gordon,Mccrae,Mr,https://www.encyclopedia-titanica.org//titanic-victim/arthur-mccrae.html
1304,1304,1304,1304,"MCCRIE, Mr James Matthew",Dead,Southampton,2,Man,32,Adult,Male,13,233478,,Oil Worker,2nd Class Passenger,2,James Matthew,Mccrie,Mr,https://www.encyclopedia-titanica.org//titanic-victim/james-matthew-mccrie.html
1305,1305,1305,1305,"MCDERMOTT, Miss Bridget Delia",Alive,Queenstown,3,Woman,31,Adult,Female,7.78333333,330932,13,,3rd Class Passenger,3,Bridget Delia,Mcdermott,Miss,https://www.encyclopedia-titanica.org//titanic-victim/bridget-delia-henry.html
1306,1306,1306,1306,"MCELROY, Mr Hugh Walter",Dead,Southampton,Crew,Man,37,Adult,Male,,,[157],Purser,Victualling Crew,V,Hugh Walter,Mcelroy,Mr,https://www.encyclopedia-titanica.org//titanic-victim/hugh-walter-mcelroy.html
1307,1307,1307,1307,"MCEVOY, Mr Michael",Dead,Queenstown,3,Man,19,Adult,Male,15.5,36568,,Farm Labourer,3rd Class Passenger,3,Michael,Mcevoy,Mr,https://www.encyclopedia-titanica.org//titanic-victim/michael-mcevoy.html
1308,1308,1308,1308,"MCGANN, Mr James",Alive,Southampton,Crew,Man,26,Adult,Male,,,,Trimmer,Engineering Crew,E,James,Mcgann,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/james-mcgann.html
1309,1309,1309,1309,"MCGARVEY, Mr Edward Joseph",Dead,Southampton,Crew,Man,34,Adult,Male,,,,Fireman,Engineering Crew,E,Edward Joseph,Mcgarvey,Mr,https://www.encyclopedia-titanica.org//titanic-victim/edward-joseph-mcgarvey.html
1310,1310,1310,1310,"MCGAW, Mr Erroll Victor",Dead,Southampton,Crew,Man,30,Adult,Male,,,,Fireman,Engineering Crew,E,Erroll Victor,Mcgaw,Mr,https://www.encyclopedia-titanica.org/titanic-search.php?q=Erroll+Victor+Mcgaw
